GENE 	AB_1-0	AB_1-1	AB_1-2	AB_1-3	AB_1-4	AB_2-0	AB_2-1	AB_2-2	AB_2-3	AB_2-4	AB_4-0	AB_4-1	AB_4-2	AB_4-3	AB_4-4
SPICE1	1244	1566	3000	3086	2448	2174	1444	2238	1342	1596	1620	2466	1306	1034	796
SPIN1	41094	17706	56228	49294	33436	56628	17814	28206	20026	19324	27554	21466	14890	18332	9806
SPIN2A	58	12	34	8	8	48	12	6	6	6	66	32	6	20	6
SPIN2B	170	50	120	158	44	52	34	54	76	96	172	66	26	90	50
SPIN3	1218	738	1540	1838	974	1936	752	878	720	510	1072	1266	436	488	200
SPIN4	7300	2416	2728	4810	3300	5644	2052	1968	1338	1332	3428	2624	1016	2484	1192
SPINK1	126	44	80	92	26	32	96	64	12	24	38	48	44	104	34
SPINK13	2	0	2	0	0	0	2	2	0	0	0	2	0	0	0
SPINK14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPINK2	46	20	8	0	0	12	4	2	0	0	12	12	2	0	2
SPINK4	0	2	0	0	0	0	0	0	2	2	2	0	0	0	4
SPINK5	242	368	506	1084	624	662	334	636	516	792	426	746	328	532	390
SPINK6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPINK7	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
SPINK8	0	0	0	0	0	8	0	0	0	0	0	0	0	4	0
SPINK9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPINLW1	0	4	0	2	0	8	0	0	2	6	16	2	4	2	0
SPINLW1-WFDC6	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
SPINT1	7404	7846	2720	5782	5812	9654	7380	2502	1868	2840	12594	10410	4604	6388	3126
SPINT2	12436	15024	5270	14702	20530	11976	9830	4578	9400	33230	26118	19902	9804	16596	16102
SPINT3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
SPINT4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
SPIRE1	2154	1396	4480	3410	2446	2074	1362	2896	1682	1636	1914	2334	1492	1848	1348
SPIRE2	98	144	244	284	222	106	138	190	162	354	298	250	194	140	260
SPN	208	8	30	48	34	188	28	68	22	10	184	14	64	24	18
SPNS1	2724	6358	3350	5062	4654	3068	2948	2318	1906	8824	7656	5942	5526	7356	6684
SPNS2	22	52	18	14	8	16	32	32	0	12	104	38	18	76	12
SPNS3	0	0	0	8	0	0	0	0	0	0	2	0	6	0	0
SPO11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPOCD1	26	16	38	64	76	10	10	38	46	68	24	12	112	76	24
SPOCK1	1998	1432	5394	7024	7646	2808	1304	6042	10848	26234	2420	3120	2748	5060	6788
SPOCK2	76	164	36	54	14	110	124	20	12	64	164	196	16	18	26
SPOCK3	30	10	326	1648	1154	44	16	236	260	280	34	22	58	138	206
SPON1	300	2434	2064	3904	1258	440	2180	1708	812	432	518	3778	1474	3786	1666
SPON2	2	14	14	6	6	8	2	20	0	12	88	10	10	6	8
SPOP	4094	2466	3460	5970	3004	4260	2322	2606	1914	2800	3214	2960	2038	2524	1436
SPOPL	2684	1218	4370	7178	3798	3478	1512	2568	2620	1980	1268	1544	1164	1722	782
SPP1	15782	2636	5424	4184	5008	12804	2258	2866	1618	2376	11882	4466	3200	5868	5796
SPP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPPL2A	6608	4346	10036	10168	7534	8434	5344	6908	5518	4882	4190	5498	3726	3878	2206
SPPL2B	494	1526	710	1682	1608	614	922	600	730	3534	2430	2384	1748	2484	1820
SPPL2C	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
SPPL3	8124	3510	6328	10070	7176	7328	3150	3866	3476	6922	7494	5134	3930	6346	4222
SPR	456	356	318	720	840	444	158	242	222	714	1320	556	352	544	388
SPRED1	12970	4468	18712	20852	15286	15420	4484	11338	10754	12362	6348	5054	4480	5028	3676
SPRED2	2850	6584	7288	11150	6372	3634	4886	3982	3262	5918	3586	7228	4750	4692	3228
SPRED3	10	8	2	72	56	72	0	18	20	32	112	18	32	8	12
SPRN	224	344	130	420	208	376	532	138	164	220	414	368	116	90	66
SPRNP1	0	2	0	6	0	2	4	0	8	2	0	4	2	2	0
SPRR1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPRR1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPRR2A	18	2	0	0	0	0	0	0	0	0	0	0	0	0	0
SPRR2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPRR2C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPRR2D	0	0	0	0	4	0	0	0	0	6	0	0	0	0	4
SPRR2E	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
SPRR2F	32	4	0	0	0	2	0	0	0	0	12	4	0	0	0
SPRR2G	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
SPRR3	0	0	2	8	0	0	0	0	0	12	2	0	0	0	20
SPRR4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPRY1	6130	904	3862	13954	7738	6412	1034	2516	1844	2404	3264	1210	1740	3914	1402
SPRY2	7024	8298	11134	45876	22186	7966	11290	7210	12510	14550	6392	10042	5882	13256	9366
SPRY3	524	336	806	804	632	616	504	526	386	250	360	564	420	204	108
SPRY3	524	336	806	804	632	616	504	526	386	250	360	564	420	204	108
